web_scraper_order,web_scraper_start_url,data-page-selector,data_3,name_0,priceCurrency_0,brand_0,price_0,description_0,Savings_0,Country_0,Fuel_Type_0,Body_Type_0,Condition_0,Engine_Power_(hp)_0,Volume_(l)_0,Drive_0,Gearbox_Type_0,Seats_0,Range_(km)_0,Description_0,Question_Count_0,image_23
"1769972536-1","https://mejdukoles.by/ves-katalog-cat/fvs/sostoyanie_noviy/tip-topliva_benzin","https://mejdukoles.by/ves-katalog-cat/mazda-cx-5-2025-model-automatic-two-wheel-drive-smart-edition-pearl-white-2004038825","$14 887","BYD Seal 05 2025 Intelligent Driving Edition Luxury White/Gray","USD","Mazda","$13 400","Mazda CX-5 2025 Model Automatic Two-Wheel Drive Smart Edition Pearl White — это обновлённый компактный SUV, сочетающий фирменный дизайн Kodo, высокое качество сборки и расширенный набор технологий. Модель оснащается 2.0-литровым бензиновым двигателем Skyactiv-G и 6-ступенчатой автоматической коробкой передач. Цвет кузова Snowflake White Pearl Mica придаёт автомобилю элегантный и современный вид.

Комплектация Smart Edition включает 10.25-дюймовый центральный экран Mazda Connect, беспроводной Apple CarPlay / Android Auto, систему безопасности i-Activsense (автоматическое торможение, удержание в полосе, адаптивный круиз-контроль), подогрев передних сидений и руля, а также двухзонный климат-контроль. Салон выполнен в премиальной тканево-кожаной отделке с чёрной или серой гаммой.

ВСЕ ХАРАКТЕРИСТИКИ:

мощность двигателя 155 л.с. (114 кВт)
максимальная скорость 193 км/ч
компактный SUV класса C, габариты 4575×1840×1680 мм
разгон до сотни 10.2 секунды
объём двигателя 2.0 л (бензин, Skyactiv-G)
передний привод
топливный бак 56 л
расход топлива 6.8 л/100 км (смешанный цикл)

Безопасность и ассистенты:

легкосплавные диски R17
пакет активной безопасности Mazda i-Activsense
автоматическое экстренное торможение (AEB)
система удержания в полосе (LAS)
адаптивный круиз-контроль (MRCC)
контроль слепых зон (BSM) с предупреждением при перестроении
6 подушек безопасности
парктроники задние
камера заднего вида с динамической разметкой
система контроля давления в шинах

Дизайн и комфорт:

светодиодные фары и дневные ходовые огни
частично кожаный салон (черный/серый) с контрастной прострочкой
кожаный мультируль с подогревом
10.25-дюймовый центральный экран Mazda Connect
беспроводной Apple CarPlay и Android Auto
двухзонный автоматический климат-контроль
подогрев передних сидений и руля
аудиосистема Bose с 10 динамиками (в зависимости от рынка)
электропривод багажника
складывающиеся задние сиденья 40/20/40","экономия $2 714","Китай","ДВС","SUV","Новый","155","2.0","Передний","Автомат","5","ДВС","Mazda CX-5 2025 Model Automatic Two-Wheel Drive Smart Edition Pearl White — это обновлённый компактный SUV, сочетающий фирменный дизайн Kodo, высокое качество сборки и расширенный набор технологий. Модель оснащается 2.0-литровым бензиновым двигателем Skyactiv-G и 6-ступенчатой автоматической коробкой передач. Цвет кузова Snowflake White Pearl Mica придаёт автомобилю элегантный и современный вид.","$0","https://mejdukoles.by/image/cache/catalog/dongchedi/20040388/4ojyHGlrYKUo08Paj88DpR_e8gU-100x100.jpg.webp
https://mejdukoles.by/image/cache/catalog/dongchedi/20040388/2025-cx-5-mobile-fwbi-100x100.jpg.webp
https://mejdukoles.by/image/cache/catalog/dongchedi/20040388/2025-mazda-cx-5-crossover-suv_de-100x100.jpg.webp"
"1769972545-2","https://mejdukoles.by/ves-katalog-cat/fvs/sostoyanie_noviy/tip-topliva_benzin","https://mejdukoles.by/ves-katalog-cat/mazda-ez-60-200-pro-2025-gray-exterior-gray-interior-2004038803","$14 332","Changan X5 PLUS 2026 Second Generation 1.5T Pioneer PRO White/Gray","USD","Mazda","$12 900","Mazda EZ-60 200 Pro (2025) — гибридный SUV класса «D бизнес», оснащённый батареей 31.7 кВт·ч и запасом хода до 200 км. Электродвигатель мощностью 258 л.с. обеспечивает движение, а бензиновый ДВС 1.5 л (98 л.с.) работает как генератор.
Разгон до 100 км/ч занимает около 8 секунд, максимальная скорость — 185 км/ч.


ВСЕ ХАРАКТЕРИСТИКИ:

Батарея: 31.7 кВт·ч
Запас хода: 200 км
Максимальная скорость: 185 км/ч
Мощность электродвигателя: 258 л.с.
Мощность ДВС-генератора: 98 л.с.
Разгон 0–100 км/ч: 8 секунд
Объем двигателя: 1.5 л
Привод: задний
Тип КПП: автоматическая, 1‑ступенчатая
Тип топлива: бензин + электричество
Класс: D бизнес
Тип кузова: SUV (кроссовер)
Количество мест: 5


Безопасность и ассистенты:

ABS, ESP, система стабилизации
Фронтальные и боковые подушки безопасности
Адаптивный круиз‑контроль
Система помощи при старте в гору
Камера кругового обзора


Дизайн и комфорт:

Серый кузов, серый салон
Цифровая приборная панель
Мультимедийная система с большим экраном
Электрорегулировка сидений
Двухзонный климат‑контроль
Панорамная крыша","экономия $31","Китай","Гибрид","Внедорожник","Новый","258","1.5","Задний","Автомат","5","Гибрид","Mazda EZ-60 200 Pro (2025) — гибридный SUV класса «D бизнес», оснащённый батареей 31.7 кВт·ч и запасом хода до 200 км. Электродвигатель мощностью 258 л.с. обеспечивает движение, а бензиновый ДВС 1.5 л (98 л.с.) работает как генератор.","$0","https://mejdukoles.by/image/cache/catalog/dongchedi/20040388/01%202025-mazda-ez-60-100x100.jpg.webp
https://mejdukoles.by/image/cache/catalog/dongchedi/20040388/02%20ez60-front-100x100.jpg.webp
https://mejdukoles.by/image/cache/catalog/dongchedi/20040388/03%20ez60-rear-100x100.jpg.webp
https://mejdukoles.by/image/cache/catalog/dongchedi/20040388/04%20ez60-int-0-100x100.jpg.webp
https://mejdukoles.by/image/cache/catalog/dongchedi/20040388/05%20ez60-int-1-100x100.jpg.webp
https://mejdukoles.by/image/cache/catalog/dongchedi/20040388/06%20ez60-int-2-100x100.jpg.webp"
"1769972573-3","https://mejdukoles.by/ves-katalog-cat/fvs/sostoyanie_noviy/tip-topliva_benzin","https://mejdukoles.by/ves-katalog-cat/changan-cs75-plus-2025-fourth-generation-blue-whale-smart-premium-edition-gray-2004038863","$31 331","Mazda EZ-60 200 Pro 2025 Gray exterior / Gray interior","USD","Changan","$31 300","Changan CS75 PLUS 2025 — это обновлённый компактный SUV четвёртого поколения с турбированным 1.5-литровым двигателем Blue Whale, сочетающий спортивный дизайн, цифровой салон и расширенные технологии помощи водителю. Модель построена на усиленной платформе с улучшенной шумоизоляцией и оснащается 8-ступенчатой автоматической коробкой передач, обеспечивая плавную динамику и комфорт в городских условиях.
С точки зрения технологий и удобства, автомобиль предлагает полностью цифровую приборную панель, поворотный мультимедийный экран диагональю 14.6 дюйма, поддержку беспроводного CarPlay/Android Auto, а также продвинутый пакет систем безопасности, включая адаптивный круиз-контроль, автоматическую парковку и распознавание дорожных знаков.ВСЕ ХАРАКТЕРИСТИКИ:мощность двигателя 190 л.с. (141 кВт)объём двигателя 1.5 л (турбонаддув Blue Whale)передний приводтип КПП: 8-ступенчатый автоматгабариты: 4710×1865×1730 ммколёсная база: 2710 ммклиренс: 190 ммрасход топлива (смешанный цикл): ~6.9 л/100 кмБезопасность и ассистенты:﻿6 подушек безопасностиABS + EBD + BAESP / DSCавтоматическое экстренное торможение (AEB)система удержания в полосе (LKA)адаптивный круиз-контроль (ACC)мониторинг слепых зон (BSD)предупреждение о перекрёстном движении сзади (RCTA)парктроники спереди и сзадикамера заднего видасистема кругового обзора 360°автоматическая парковка (APA)распознавание дорожных знаков (TSR)Дизайн и комфорт:двухцветный экстерьер (чёрная крыша опционально)панорамная крышаLED-фары с последовательными поворотникамицифровая приборная панель 12.3 дюймацентральный сенсорный экран 14.6 дюйма (поворотный)сиденья из премиальной эко-кожиэлектрорегулировка и память положения водительского сиденьяподогрев и вентиляция передних сиденийдвухзонный климат-контроль с фильтрацией воздухамногослойное акустическое стеклобеспроводная зарядка для смартфонов","экономия $1 832","Китай","ДВС","SUV","Новый","190","1.5","Передний","Автомат","5","ДВС","Changan CS75 PLUS 2025 — это обновлённый компактный SUV четвёртого поколения с турбированным 1.5-литровым двигателем Blue Whale, сочетающий спортивный дизайн, цифровой салон и расширенные технологии помощи водителю. Модель построена на усиленной платформе с улучшенной шумоизоляцией и оснащается 8-ступенчатой автоматической коробкой передач, обеспечивая плавную динамику и комфорт в городских условиях.","$0","https://mejdukoles.by/image/cache/catalog/dongchedi/20040388/Changan%20CS75%20PLUS%202025%20Premium%20Edition%20%282%29-100x100.jpg.webp
https://mejdukoles.by/image/cache/catalog/dongchedi/20040388/Changan%20CS75%20PLUS%202025%20Premium%20Edition%20%284%29-100x100.jpg.webp
https://mejdukoles.by/image/cache/catalog/dongchedi/20040388/Changan%20CS75%20PLUS%202025%20Premium%20Edition%20%283%29-100x100.jpg.webp
https://mejdukoles.by/image/cache/catalog/dongchedi/20040388/Changan%20CS75%20PLUS%202025%20Premium%20Edition%20%281%29-100x100.jpg.webp"
"1769972602-4","https://mejdukoles.by/ves-katalog-cat/fvs/sostoyanie_noviy/tip-topliva_benzin","https://mejdukoles.by/ves-katalog-cat/byd-qin-l-dm-i-2025-intelligent-driving-version-leading-edition-whitegrey-2004038841","","AITO M9 Ultra 6 seats гибрид (2025)","USD","BYD","","BYD Qin L DM-i 2025 Intelligent Driving Version Leading Edition White/Grey — это передовой гибридный седан среднего класса на новой платформе BYD DM-i 5.0, сочетающий экономичность, дальность хода и современный дизайн. Модель оснащена 1.5-литровым турбированным бензиновым двигателем и передним электромотором, а также литий-железофосфатной «Blade» батареей ёмкостью 10,1 кВт·ч, обеспечивающей чисто электрический запас хода до 80 км по циклу WLTC. Экстерьер выполнен в классическом белом цвете, интерьер — в светло-серой гамме с премиальной отделкой.
Суммарная мощность гибридной силовой установки составляет 218 л.с. (160 кВт). Автомобиль расходует всего 3,8 л/100 км в смешанном цикле и может проехать более 1 300 км без дозаправки. В комплектацию Leading Edition входят 15,6-дюймовый поворотный мультимедийный экран, цифровая приборная панель 10,25 дюйма, система DiPilot уровня L2, подогрев передних сидений, двухзонный климат-контроль и панорамная крыша.ВСЕ ХАРАКТЕРИСТИКИ:запас хода 80 км (WLTC, электрический)мощность двигателя 160 кВт (218 л.с.)максимальная скорость 185 км/чсреднеразмерный седан класса C, габариты 4830×1900×1495 ммразгон до сотни 7,5 секунды батарея 10,1 кВт/ч (литий-железо-фосфатная «Blade»)передний приводобъём двигателя 1,5 л (турбо, бензин)Безопасность и ассистенты:﻿легкосплавные диски R17пакет активной безопасности (EBD/CBC EBA/BA TCS/ASR ESP/DSC)автопилот уровень L2активное торможениеудержание в полосе с центрированиемавтоматический ассистент смены полосы движенияраспознавание дорожных знаковадаптивный полноскоростной круиз-контроль6 подушек безопасностипарктроники передние и задниекамера заднего видасистема кругового обзора 360 (прозрачный автомобиль)видеорегистраторполуавтоматическая парковкаДизайн и комфорт:экстерьер: White (Crystal White)панорамная стеклянная крышамультируль с цифровой приборной панелью 10,25 дюймовцентральная мультимедийная консоль 15,6 дюйма (Android-based)сиденья из эко-кожи с серыми вставкамиподогрев передних сиденийаудиосистема с 8 динамикамитонированные задние стекладвухзонный климат-контроль с фильтрацией и ионизацией воздухамногослойное звукоизоляционное остекление","экономия $1 804","Китай","Гибрид","Седан","Новый","Новый","1.5","Передний","Автомат","5","5","BYD Qin L DM-i 2025 Intelligent Driving Version Leading Edition White/Grey — это передовой гибридный седан среднего класса на новой платформе BYD DM-i 5.0, сочетающий экономичность, дальность хода и современный дизайн. Модель оснащена 1.5-литровым турбированным бензиновым двигателем и передним электромотором, а также литий-железофосфатной «Blade» батареей ёмкостью 10,1 кВт·ч, обеспечивающей чисто электрический запас хода до 80 км по циклу WLTC. Экстерьер выполнен в классическом белом цвете, интерьер — в светло-серой гамме с премиальной отделкой.","$0","https://mejdukoles.by/image/cache/catalog/dongchedi/20040388/BYD%20Qin%20L%20DM-i%202025%20%281%29-100x100.png.webp
https://mejdukoles.by/image/cache/catalog/dongchedi/20040388/BYD%20Qin%20L%20DM-i%202025%20%282%29-100x100.png.webp
https://mejdukoles.by/image/cache/catalog/dongchedi/20040388/BYD%20Qin%20L%20DM-i%202025%20%283%29-100x100.png.webp
https://mejdukoles.by/image/cache/catalog/dongchedi/20040388/BYD%20Qin%20L%20DM-i%202025%20%284%29-100x100.png.webp
https://mejdukoles.by/image/cache/catalog/dongchedi/20040388/BYD%20Qin%20L%20DM-i%202025%20%281%29-100x100.jpg.webp
https://mejdukoles.by/image/cache/catalog/dongchedi/20040388/BYD%20Qin%20L%20DM-i%202025%20%282%29-100x100.jpg.webp"
"1769972625-5","https://mejdukoles.by/ves-katalog-cat/fvs/sostoyanie_noviy/tip-topliva_benzin","https://mejdukoles.by/ves-katalog-cat/changan-cs75-2025-pr0-15t-dct-advanced-7-seater-whitegray-2004038862","$18 332","Changan CS75 PLUS 2025 Fourth Generation Blue Whale Smart Premium Edition Gray","USD","Changan","$16 500","Changan CS75 2025 — это компактный SUV с турбированным 1.5-литровым двигателем и 7-местной компоновкой салона, предлагающий современный дизайн, расширенную комплектацию и адаптированную под городскую эксплуатацию динамику. Модель оснащается 7-ступенчатой роботизированной коробкой передач DCT и передним приводом, обеспечивая баланс между экономичностью и комфортом.
С точки зрения технологий и удобства, автомобиль предлагает цифровую приборную панель, мультимедийную систему с поддержкой Android Auto и Apple CarPlay, а также комплекс активной безопасности, включающий адаптивный круиз-контроль, систему удержания в полосе и автоматическое экстренное торможение.ВСЕ ХАРАКТЕРИСТИКИ:мощность двигателя 188 л.с. (138 кВт)объём двигателя 1.5 л (турбонаддув)передний приводтип КПП: 7-ступенчатая DCTгабариты: 4700×1865×1710 ммколёсная база: 2710 ммклиренс: 190 ммрасход топлива (смешанный цикл): ~7.0 л/100 кмБезопасность и ассистенты:﻿6 подушек безопасностисистема ABS + EBDESP / DSCавтоматическое экстренное торможение (AEB)система удержания в полосе (LKA)адаптивный круиз-контроль (ACC)парктроники спереди и сзадикамера заднего видасистема кругового обзора 360°мониторинг слепых зон (BSM)предупреждение о выходе из полосы (LDW)Дизайн и комфорт:двухцветный салон (серый/белый)эко-кожаные сиденья с отделкой контрастной строчкойтретий ряд сидений (7 мест)мультифункциональный кожаный рульцифровая приборная панель 10.25 дюймовцентральный сенсорный экран 12.3 дюймадвухзонный климат-контрольподогрев передних сиденийэлектропривод складывания задних сиденийпанорамная крыша (в зависимости от рынка)светодиодные фары и задние фонари","экономия $2 126","Китай","ДВС","SUV","Новый","188","1.5","Передний","Автомат","7","ДВС","Changan CS75 2025 — это компактный SUV с турбированным 1.5-литровым двигателем и 7-местной компоновкой салона, предлагающий современный дизайн, расширенную комплектацию и адаптированную под городскую эксплуатацию динамику. Модель оснащается 7-ступенчатой роботизированной коробкой передач DCT и передним приводом, обеспечивая баланс между экономичностью и комфортом.","$0","https://mejdukoles.by/image/cache/catalog/dongchedi/20040388/Changan%20CS75%202025%20PR0%20Advanced%207-seater%20%281%29-100x100.jpg.webp
https://mejdukoles.by/image/cache/catalog/dongchedi/20040388/Changan%20CS75%202025%20PR0%20Advanced%207-seater%20%283%29-100x100.jpg.webp
https://mejdukoles.by/image/cache/catalog/dongchedi/20040388/Changan%20CS75%202025%20PR0%20Advanced%207-seater%20%282%29-100x100.jpg.webp"
"1769972632-6","https://mejdukoles.by/ves-katalog-cat/fvs/sostoyanie_noviy/tip-topliva_benzin","https://mejdukoles.by/ves-katalog-cat/byd-destroyer-05-2025-navigator-edition-whitegray-2004038834","","Zeekr 001 WE 2WD 95 кВт/ч","USD","BYD","","BYD Destroyer 05 2025 Navigator Edition White/Gray — это современный гибридный седан на платформе DM-i 5.0, сочетающий динамичный дизайн в стиле «боевой корабль», высокую топливную экономичность и расширенный набор технологий. Модель оснащена 1.5-литровым турбированным бензиновым двигателем и передним электромотором, а также литий-железофосфатной «Blade» батареей ёмкостью 8,3 кВт·ч, обеспечивающей чисто электрический запас хода до 55 км по циклу WLTC. Экстерьер выполнен в классическом белом цвете, интерьер — в светло-серой гамме с премиальной отделкой.
Суммарная мощность гибридной силовой установки составляет 197 л.с. (145 кВт). Автомобиль расходует всего 3,8 л/100 км в смешанном цикле и может проехать более 1 200 км без дозаправки. Комплектация Navigator Edition включает 12,8-дюймовый поворотный мультимедийный экран, цифровую приборную панель, систему DiPilot с функциями удержания в полосе и адаптивного круиз-контроля, подогрев передних сидений и двухзонный климат-контроль.ВСЕ ХАРАКТЕРИСТИКИ:запас хода 55 км (WLTC, электрический)мощность двигателя 145 кВт (197 л.с.)максимальная скорость 185 км/чсреднеразмерный седан класса C, габариты 4780×1835×1495 ммразгон до сотни 7,9 секунды батарея 8,3 кВт/ч (литий-железо-фосфатная «Blade»)передний приводобъём двигателя 1,5 л (турбо, бензин)Безопасность и ассистенты:﻿легкосплавные диски R16пакет активной безопасности (EBD/CBC EBA/BA TCS/ASR ESP/DSC)автопилот уровень L2активное торможениеудержание в полосе с центрированиемавтоматический ассистент смены полосы движенияраспознавание дорожных знаковадаптивный полноскоростной круиз-контроль6 подушек безопасностипарктроники задниекамера заднего видасистема мониторинга слепых зонвидеорегистраторполуавтоматическая парковкаДизайн и комфорт:экстерьер: White (Crystal White)светодиодные фары и дневные ходовые огнимультируль с цифровой приборной панелью 8,8 дюймовцентральная мультимедийная консоль 12,8 дюймов (Android-based)сиденья из эко-кожи с серыми вставкамиподогрев передних сиденийаудиосистема с 6 динамикамитонированные задние стекладвухзонный климат-контрользвукоизоляционное остекление","экономия $1 510","Китай","Гибрид","Седан","Новый","Новый","1.5","Передний","Автомат","5","5","BYD Destroyer 05 2025 Navigator Edition White/Gray — это современный гибридный седан на платформе DM-i 5.0, сочетающий динамичный дизайн в стиле «боевой корабль», высокую топливную экономичность и расширенный набор технологий. Модель оснащена 1.5-литровым турбированным бензиновым двигателем и передним электромотором, а также литий-железофосфатной «Blade» батареей ёмкостью 8,3 кВт·ч, обеспечивающей чисто электрический запас хода до 55 км по циклу WLTC. Экстерьер выполнен в классическом белом цвете, интерьер — в светло-серой гамме с премиальной отделкой.","$0","https://mejdukoles.by/image/cache/catalog/dongchedi/20040388/BYD%20Destroyer%2005%202025%20%281%29-100x100.jpg.webp
https://mejdukoles.by/image/cache/catalog/dongchedi/20040388/BYD%20Destroyer%2005%202025%20%282%29-100x100.jpg.webp
https://mejdukoles.by/image/cache/catalog/dongchedi/20040388/BYD%20Destroyer%2005%202025%20%283%29-100x100.jpg.webp
https://mejdukoles.by/image/cache/catalog/dongchedi/20040388/BYD%20Destroyer%2005%202025%20%284%29-100x100.jpg.webp
https://mejdukoles.by/image/cache/catalog/dongchedi/20040388/BYD%20Destroyer%2005%202025%20%285%29-100x100.jpg.webp
https://mejdukoles.by/image/cache/catalog/dongchedi/20040388/BYD%20Destroyer%2005%202025%20%286%29-100x100.jpg.webp"
"1769972642-7","https://mejdukoles.by/ves-katalog-cat/fvs/sostoyanie_noviy/tip-topliva_benzin","https://mejdukoles.by/ves-katalog-cat/changan-cs75-2025-pro-15tdct-enjoy-edition-white-2004038861","$17 276","Changan CS75 2025 PR0 1.5T DCT Advanced 7-seater White/Gray","USD","Changan","$15 150","Changan CS75 2025 PRO 1.5TDCT Enjoy Edition White/Gray — это практичный семиместный компактный SUV, ориентированный на семейное использование и активно продвигаемый на экспортных рынках СНГ и Ближнего Востока. Модель оснащается турбированным 1.5-литровым двигателем Blue Whale мощностью 188 л.с. и 7-ступенчатой роботизированной коробкой передач с двойным сцеплением (DCT). Экстерьер выполнен в популярном цвете White, интерьер — в светло-серой гамме, что обеспечивает ощущение простора и свежести в салоне.
Комплектация Enjoy Edition включает цифровую приборную панель 10,25 дюйма, центральный мультимедийный экран 12,3 дюйма с поддержкой Android Auto и Apple CarPlay, климат-контроль для второго ряда, подогрев передних сидений и базовый пакет систем безопасности Changan Pilot уровня L1+. Автомобиль предлагает высокую функциональность, вместительность и надёжность по доступной цене.ВСЕ ХАРАКТЕРИСТИКИ:мощность двигателя 138 кВт (188 л.с.)максимальная скорость 190 км/чкомпактный SUV класса C, габариты 4700×1865×1710 ммразгон до сотни 9,8 секунды объём двигателя 1,5 л (турбированный бензин, Blue Whale)передний приводтопливный бак 58 лрасход топлива 7,1 л/100 км (смешанный цикл)Безопасность и ассистенты:﻿легкосплавные диски R17пакет активной безопасности (EBD/CBC EBA/BA TCS/ASR ESP/DSC)автопилот уровень L1+автоматическое экстренное торможениесистема удержания в полосеадаптивный круиз-контроль (ограниченный диапазон)распознавание дорожных знаков6 подушек безопасностипарктроники задниекамера заднего видасистема контроля давления в шинахДизайн и комфорт:экстерьер: White (один из самых популярных цветов для CS75 PRO на экспортных рынках)светодиодные фары и дневные ходовые огнимультируль с цифровой приборной панелью 10,25 дюймацентральная мультимедийная консоль 12,3 дюйма (Android-based)сиденья из комбинированной ткани и эко-кожи, серого цветаподогрев передних сиденийклимат-контроль для второго рядааудиосистема с 6 динамикамитретий ряд сидений 50/50 со складываниемэлектропривод багажника","экономия $1 682","Китай","ДВС","SUV","Новый","188","1.5","Передний","Автомат","7","ДВС","Changan CS75 2025 PRO 1.5TDCT Enjoy Edition White/Gray — это практичный семиместный компактный SUV, ориентированный на семейное использование и активно продвигаемый на экспортных рынках СНГ и Ближнего Востока. Модель оснащается турбированным 1.5-литровым двигателем Blue Whale мощностью 188 л.с. и 7-ступенчатой роботизированной коробкой передач с двойным сцеплением (DCT). Экстерьер выполнен в популярном цвете White, интерьер — в светло-серой гамме, что обеспечивает ощущение простора и свежести в салоне.","$0","https://mejdukoles.by/image/cache/catalog/dongchedi/20040388/Changan%20CS75%202025%20PRO%20Enjoy%20Edition%20%282%29-100x100.jpg.webp
https://mejdukoles.by/image/cache/catalog/dongchedi/20040388/Changan%20CS75%202025%20PRO%20Enjoy%20Edition%20%281%29-100x100.jpg.webp
https://mejdukoles.by/image/cache/catalog/dongchedi/20040388/Changan%20CS75%202025%20PRO%20Enjoy%20Edition%20%283%29-100x100.jpg.webp
https://mejdukoles.by/image/cache/catalog/dongchedi/20040388/Changan%20CS75%202025%20PRO%20Enjoy%20Edition%20%284%29-100x100.jpg.webp"
